id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,dichTen
1530,Men,Apparel,Topwear,Jackets,Red,Fall,2010.0,Sports,Puma Men Ferrari Track Jacket,Áo khoác thể thao Puma Ferrari dành cho nam
9947,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,ADIDAS Men Torment Blue Jackets,Áo khoác nam ADIDAS Torment màu xanh dương
19004,Women,Apparel,Topwear,Jackets,Red,Summer,2011.0,Casual,ADIDAS Originals Women Firebird Red Jacket,Áo khoác nữ ADIDAS Originals Firebird màu đỏ
40051,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2013.0,Sports,ADIDAS Men Navy Messi Track Jacket,Áo khoác thể thao nam Adidas Messi màu xanh navy
14960,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Status Quo Men Printed Blue Jackets,Áo khoác nam in họa tiết màu xanh dương hiệu Status Quo
46412,Men,Apparel,Topwear,Jackets,White,Summer,2012.0,Sports,ADIDAS Men White & Blue Jacket,Áo khoác nam ADIDAS màu trắng và xanh dương
59117,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black & Grey Reversible Jacket,Áo khoác nam Just Natural màu đen và xám hai mặt
13240,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Jackets,Áo khoác trắng trơn cho bé trai hiệu Palm Tree
17151,Men,Apparel,Topwear,Jackets,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Jacket,Áo khoác nam màu xanh hải quân trơn hiệu U.S. Polo Assn.
14961,Men,Apparel,Topwear,Jackets,Red,Fall,2011.0,Casual,Status Quo Men Printed Red Jackets,Áo khoác nam in họa tiết màu đỏ hiệu Status Quo
57064,Women,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Elle Women Black Jacket,Áo khoác đen nữ Elle
1658,Men,Apparel,Topwear,Jackets,Blue,Fall,2012.0,Sports,Nike Men Windrunner Blue Jacket,Nike Men Windrunner Blue Jacket
9771,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,ADIDAS Men Adna Blue Jackets,Áo khoác nam ADIDAS Adna màu xanh dương
15966,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Turtle Solid Men Grey Jacket,Áo khoác nam màu xám Turtle Solid
20791,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Basics Men Black Blazer Jacket,Áo khoác blazer nam màu đen cơ bản
17150,Men,Apparel,Topwear,Jackets,Red,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Red Jacket,Áo khoác nam màu đỏ trơn hiệu U.S. Polo Assn.
40922,Boys,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jacket,Áo khoác xanh dương kiểu Rodeo của Gini và Jony Boys
22316,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Wildcraft Men Solid Grey Jacket,Áo khoác nam Wildcraft màu xám trơn
12808,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,Nike Men Zip Pocket Blue Jackets,Áo khoác nam Nike màu xanh dương có túi khóa kéo
22317,Men,Apparel,Topwear,Jackets,Khaki,Fall,2011.0,Casual,Wildcraft Men Solid Khaki Jacket,Áo khoác kaki trơn Wildcraft dành cho nam
20790,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Basics Men Blue Washed Jacket,Áo khoác nam Basics màu xanh bạc màu
15464,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Puma Men Frost HD Black Jackets,Áo khoác nam Puma Frost HD màu đen
9946,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Sports,ADIDAS Men Frnt Str Black Sweaters,"Áo len nam Adidas màu đen, hàng công."
20218,Men,Apparel,Topwear,Sweaters,Charcoal,Fall,2011.0,Casual,Wrangler Men Rib Charcoal Sweater,Áo len nam Wrangler màu than chì có gân
14993,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,ADIDAS Men Stripes Grey Sweaters,Áo len nam kẻ sọc màu xám ADIDAS
23068,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Arrow Men Blue Check Sweater,Áo len nam Arrow kẻ caro xanh dương
18627,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Puma Men Striped Full Zip Red Sweaters,"Áo len nam Puma kẻ sọc, khóa kéo toàn thân, màu đỏ."
20303,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Sweater,Áo len nữ màu tím trơn Jealous 21
12917,Men,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Spykar Men Stripe White Sweaters,Áo len nam Spykar kẻ sọc trắng
17195,Men,Apparel,Topwear,Sweaters,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Green Sweater,Áo len nam kẻ sọc màu xanh lá cây hiệu U.S. Polo Assn.
23668,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Spykar Men Black Sweaters,Áo len đen nam Spykar
19519,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Black Sweater,Áo len nam kẻ sọc đen hiệu United Colors of Benetton
16005,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Turtle Stripes Men Grey Sweaters,Áo len nam màu xám kẻ sọc hình rùa
20788,Men,Apparel,Topwear,Sweaters,Maroon,Fall,2011.0,Casual,Genesis Men Solid Maroon Sweater,Áo len nam Genesis màu đỏ sẫm trơn
13520,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Sweaters,Áo len nữ màu tím trơn Jealous 21
19530,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Navy Blue Sweater,Áo len nam kẻ sọc màu xanh hải quân hiệu United Colors of Benetton
20223,Women,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Wrangler Women Scoop Navy Blue Sleeveless Sweater,Áo len không tay cổ tròn màu xanh hải quân dành cho nữ hiệu Wrangler.
32571,Women,Apparel,Topwear,Sweaters,Grey,Summer,2012.0,Casual,ONLY Women Magenta & Grey Sweater,Áo len màu hồng cánh sen và xám dành riêng cho nữ.
13799,Men,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Proline Purple Striped Sweater,Áo len sọc tím Proline
13786,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Proline Grey Sweater with Knitted Stripes,Áo len Proline màu xám với họa tiết sọc dệt kim
11094,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Scullers Women Stripes Black Sweaters,Áo len nữ kẻ sọc đen hiệu Scullers
14081,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Flying Machine Men Solid Green Sweaters,Áo len nam màu xanh lá cây trơn hiệu Flying Machine
14323,Women,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,ADIDAS Women Stripes White Sweaters,Áo len nữ kẻ sọc trắng ADIDAS
18966,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,United Colors of Benetton Men Printed Green Sweater,Áo len nam màu xanh lá cây in họa tiết của United Colors of Benetton
16194,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Puma Men Stripped SL Grey Sweater,Áo len nam Puma kẻ sọc SL màu xám
16192,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Puma Men Knitted Vest Grey Sweater,Áo vest dệt kim màu xám dành cho nam hiệu Puma.
19964,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Stripes Grey Sweater,Áo len nam kẻ sọc màu xám hiệu United Colors of Benetton
22627,Men,Apparel,Topwear,Sweaters,White,Fall,2011.0,Sports,Nike Men White Sweater,Áo len trắng nam Nike
14991,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,ADIDAS Men Solid Green Sweaters,Áo len nam ADIDAS màu xanh lá cây trơn
20383,Men,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,Spykar Men Solid White Sweater,Áo len nam Spykar màu trắng trơn
18200,Women,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Jealous 21 Women Stripes Red Sweater,Áo len nữ kẻ sọc đỏ Jealous 21
19393,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,ADIDAS Men Stripes Green Sweater,Áo len nam Adidas kẻ sọc màu xanh lá cây
15370,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Sweatshirts,Áo nỉ nữ Urban Yoga màu hồng trơn
23145,Women,Apparel,Topwear,Sweatshirts,Off White,Fall,2011.0,Casual,Quechua Women  Fleece Off-White Sweatshirt,Áo nỉ nữ Quechua màu trắng ngà
19324,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Myntra Men Solid Maroon Sweatshirt,Áo nỉ nam Myntra màu đỏ sẫm trơn
11402,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Winter Black Sweatshirts,Áo nỉ nam mùa đông màu đen hiệu United Colors of Benetton
16442,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Levis Men Printed Black Sweatshirts,Áo nỉ nam Levi's in họa tiết màu đen
23119,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Quechua Men Warm Fleece Grey Sweatshirt,Áo nỉ ấm áp màu xám Quechua dành cho nam
16233,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Puma Men Ess Crew Grey Sweatshirt,Áo nỉ cổ tròn màu xám Puma dành cho nam
16557,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Printed Sweatshirt,Áo nỉ nam Basics màu xanh hải quân in họa tiết
20378,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,Urban Yoga Women Printed Black Sweatshirt,Áo sweatshirt nữ in họa tiết màu đen của Urban Yoga
15625,Men,Apparel,Topwear,Sweatshirts,Grey,Summer,2012.0,Casual,Nike Men AS Squad FT LS Crew Grey Sweatshirts,"Áo nỉ dài tay cổ tròn màu xám Nike dành cho nam, thương hiệu AS Squad FT."
23139,Men,Apparel,Topwear,Sweatshirts,Olive,Fall,2011.0,Casual,Quechua Men Fleece Olive Sweatshirt,Áo nỉ nam Quechua màu ô liu
13091,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Cr_Ess 3sfzhood Grey Sweatshirts,Áo nỉ nam ADIDAS Cr_Ess 3sfzhood màu xám
16556,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Basics Men Grey Printed Sweatshirt,Áo nỉ nam Basics màu xám in họa tiết
20209,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Wrangler Women Cowl Purple Sweatshirt,Áo nỉ cổ đổ màu tím dành cho nữ hiệu Wrangler
21725,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Navy Blue Sweatshirt,Áo nỉ nam ADIDAS màu xanh hải quân
19816,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Grey Sweatshirt,Áo nỉ nam màu xám trơn hiệu U.S. Polo Assn.
24304,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,ADIDAS Men Printed Black Sweatshirt,Áo nỉ nam in họa tiết màu đen hiệu ADIDAS
24288,Men,Apparel,Topwear,Sweatshirts,Grey,Summer,2012.0,Casual,Quiksilver Men Grey Sweatshirt,Áo nỉ nam Quiksilver màu xám
1603,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2010.0,Casual,Reebok Men Hoops Athletic Navy Sweatshirt,Áo nỉ thể thao Reebok nam màu xanh hải quân
22591,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Nike Men Stripes Grey Sweatshirt,Áo nỉ nam Nike kẻ sọc màu xám
14307,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,ADIDAS Men Printed White Sweatshirts,Áo nỉ nam Adidas màu trắng in họa tiết
20341,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Proline Men Solid Grey Sweatshirt,Áo nỉ nam Proline màu xám trơn
14581,Men,Apparel,Topwear,Sweatshirts,Brown,Fall,2011.0,Casual,United Colors of Benetton Men Solid Brown Sweatshirts,Áo nỉ nam màu nâu trơn hiệu United Colors of Benetton
19811,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Sweatshirt,Áo nỉ nam màu đen trơn hiệu U.S. Polo Assn.
14984,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,ADIDAS Men Real Madrid Black Sweatshirts,Áo nỉ nam Adidas Real Madrid màu đen
20194,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Wrangler Men Seattle Embro White Sweatshirt,Áo nỉ trắng thêu Seattle của Wrangler dành cho nam.
14924,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Mr. Men Green Sweatshirt,Áo nỉ màu xanh lá cây hiệu Mr. Men
11530,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Green Sweatshirts,Áo nỉ nam màu xanh lá nhạt mùa đông của United Colors of Benetton
10029,Women,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Sports,Nike Women As Script Mas Navy Blue Sweatshirts,Áo nỉ nữ Nike As Script Mas màu xanh hải quân
13317,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Gini and Jony Kids Boys Printed Grey Sweatshirts,Áo nỉ in họa tiết màu xám dành cho bé trai hiệu Gini and Jony.
7187,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Supper Zipped Ankle Black Jeans,"Quần jeans đen ống lửng Jealous 21 dành cho nữ, khóa kéo."
27025,Women,Apparel,Bottomwear,Jeans,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Jeans,Quần jean hồng nữ Jealous 21
11282,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans,Quần jean nam Wrangler màu xanh Texas
23401,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Jeans,Quần jeans nữ Spykar
9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans,Bộ sưu tập thời trang nam Spykar - Những món đồ thiết yếu của Spykar - Quần jeans xanh dương 0428.
40364,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Tokyo Talkies Women Navy Jeans,Quần jeans nữ màu xanh navy hiệu Tokyo Talkies
48386,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,French Connection Men Black Jeans,Quần jeans đen nam hiệu French Connection
57075,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Blue Jeans,Quần jean xanh Elle
52235,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Men Dark Blue Jeans,Quần jeans Pepe Jeans nam màu xanh đậm
37197,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Women Navy Blue Jeans,Quần jeans nữ màu xanh hải quân hiệu United Colors of Benetton
11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Denim Black Jeans,Quần jean đen denim nữ hiệu United Colors of Benetton
18487,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Puma Men Washed Blue Jeans,Quần jeans nam Puma màu xanh nhạt
51596,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Molly Jeans,Quần jeans nữ Wrangler Molly màu đen
7179,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Jealous 21 Women Blue Jegging,Jealous 21 Women Blue Jegging
48383,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,French Connection Men Black Jeans,Quần jeans đen nam hiệu French Connection
51503,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans,Quần jean nữ Denizen màu xanh dương
44579,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013.0,Casual,Lee Men Blue Pent Jeans,Quần jeans ống rộng màu xanh dương Lee Men
9901,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Actif Low Waist Narrow Fit Blue Jeans,"Quần jeans nam Spykar Actif cạp thấp, dáng ôm, màu xanh dương."
33283,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Gini and Jony Boys Black Jeans,Quần jean đen Gini và Jony Boys
41346,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2016.0,Casual,Wrangler Men Navy Blue Texas Jeans,Quần jeans nam Wrangler màu xanh hải quân Texas
28822,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,Quần jean nam Denizen màu xanh dương
23453,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Deni Yo Men Black Washed Slim Fit Jeans,"Quần jeans Deni Yo nam màu đen, dáng ôm, đã qua xử lý."
23665,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Blue Washed Jeans,Quần jeans nam Spykar màu xanh bạc
27019,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeans,Quần jeans nữ màu xanh nhạt đã qua xử lý hiệu Jealous 21
5768,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Jealous 21 Women Dark Blue Jeggning,Jealous 21 Women Dark Blue Jeggning
11353,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2013.0,Casual,Lee Men Sanskrit Blue Rodeo Fit Jeans,Quần jeans Lee Men Sanskrit Blue Rodeo Fit
18185,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Slim Fit Jeans,Quần jeans Deni Yo Men màu xanh nhạt dáng ôm
20350,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,Quần jeans nam Spykar màu xanh nhạt đã qua xử lý
50943,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Maxi Fit Jeans,Quần jean maxi dáng ôm màu xanh dương dành cho nữ hiệu Lee
7193,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women Black Jegging,Jealous 21 Women Black Jegging
53296,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans,Quần jean xanh nam Locomotive
27021,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Jeans,Quần jean xanh nữ Jealous 21
50953,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Maxi Fit Jeans,Quần jean maxi dáng ôm màu xanh dương dành cho nữ hiệu Lee
51501,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans,Quần jean nữ Denizen màu xanh dương
12333,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans,Quần jeans nữ Spykar Ep màu xanh dương
28821,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Denizen Men Navy Blue Jeans,Quần jean nam Denizen màu xanh hải quân
57076,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Women Blue Jeans,Quần jean xanh Elle dành cho nữ
44580,Men,Apparel,Bottomwear,Jeans,Black,Summer,2017.0,Casual,Lee Men Black Jet Jeans,Quần jeans nam Lee màu đen Jet
40928,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jeans,Quần jean xanh Rodeo của Gini và Jony Boys
14128,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Washed Blue Jeans,Quần jeans nữ màu xanh nhạt hiệu Flying Machine
33309,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Palm Tree Boys Solid Black Jeans,Quần jean đen trơn hiệu Palm Tree dành cho bé trai
15673,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans,Quần jean nam Highlander màu xanh dương nguyên bản
11235,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Midrise Blue Jeans,Quần jeans nữ cạp trung màu xanh dương hiệu Flying Machine
31352,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Jeans,Quần jean nam màu xanh hải quân hiệu Locomotive
51356,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans,Quần jean nữ Spykar màu xanh dương
21587,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,Quần jeans nam Spykar màu xanh nhạt đã qua xử lý
31672,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Men Blue Jeans,Quần jean nam Spykar màu xanh dương
26995,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeans,Quần jeans nữ màu xanh nhạt đã qua xử lý hiệu Jealous 21
41352,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Classics Jeans,Quần jeans nữ Wrangler Classics
42264,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,Quần jean nam màu xanh John Players
41355,Men,Apparel,Bottomwear,Jeans,,Fall,2016.0,Casual,Wrangler Men Blue Millard Jeans,Quần jeans nam Wrangler Millard màu xanh dương
36742,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Aza Blue Jeans,Quần jeans nữ Spykar Aza màu xanh dương
44586,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Tino Blue Jeans,Quần jeans Lee Men Tino màu xanh dương
51351,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans,Quần jean nữ Spykar màu xanh dương
9175,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Banks Blue Jeans,Quần jean xanh Locomotive Men Banks
48387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans,Quần jeans nam màu xanh dương hiệu French Connection
12338,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans,Quần jeans nữ Spykar Ep màu xanh dương
15675,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans,Quần jean nam Highlander màu xanh dương nguyên bản
16921,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,Quần jeans nam Spykar màu xanh nhạt đã qua xử lý
50948,Women,Apparel,Bottomwear,Jeans,Black,Winter,2011.0,Casual,Lee Women Black Jeans,Quần jean đen nữ Lee
41010,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Jeans,Quần jean dệt màu xanh hải quân dành cho bé gái Gini và Jony
22787,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans,Quần jeans Deni Yo Men màu xanh bạc
14117,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Washed Blue Jeans,Quần jeans nữ màu xanh nhạt hiệu Flying Machine
18488,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Puma Men Stetchable Blue Jeans,Quần jean nam Puma co giãn màu xanh dương
11310,Men,Apparel,Bottomwear,Jeans,Black,Summer,2016.0,Casual,Wrangler Men Black Texas Jeans,Quần jeans nam Wrangler màu đen kiểu Texas
5771,Women,Apparel,Bottomwear,Jeans,Black,Summer,2011.0,Casual,Jealous 21 Women's Black Grey Jegging,Quần legging nữ màu đen xám hiệu Jealous 21
11335,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans,Quần jeans nam màu xanh nhạt hiệu United Colors of Benetton
12752,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Ep Jeans Blue Jeans,Quần jeans nam Spykar Ep màu xanh dương
11323,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans,Quần jeans nam màu xanh nhạt hiệu United Colors of Benetton
31164,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Blue Jeans,Quần jean xanh của Gini và Jony Boys
48382,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans,Quần jeans nam màu xanh dương hiệu French Connection
15676,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans,Quần jean nam Highlander màu xanh dương nguyên bản
46895,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Blue Jeans,Quần jean xanh nam Locomotive
11308,Men,Apparel,Bottomwear,Jeans,Black,Spring,2013.0,Casual,Wrangler Men Black Jim Slim Fit Jeans,Quần jeans nam Wrangler Jim Slim Fit màu đen
11297,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Custom Jeans,Quần jeans nam Wrangler màu xanh dương đặt may riêng
56843,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,Quần jean nam màu xanh John Players
42595,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,United Colors of Benetton Boys Grey Slim Fit Jeans,Quần jeans dáng ôm màu xám dành cho bé trai hiệu United Colors of Benetton
50961,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013.0,Casual,Lee Women Black Jeans,Quần jean đen nữ Lee
51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans,Quần jean nữ Denizen màu xanh dương
42258,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,Quần jean nam màu xanh John Players
4977,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kang Jeans Infant Kidswear,Quần áo trẻ em Kang Jeans của Gini và Jony Boy
41359,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Skanders Jeans,Quần jean nam Skanders màu xanh Wrangler
